sample_id,trajectory_id,MMSI,split,gap_steps,prefix_steps,suffix_steps,window_start_index,gap_start_index,gap_end_index,window_end_index,hidden_gap_start_timestamp,hidden_gap_end_timestamp,last_prefix_timestamp,first_suffix_timestamp,hidden_internal_duration_min,observable_gap_duration_min,max_dt_inside_window_min,mean_dt_inside_window_min,median_dt_inside_window_min,num_prefix_rows,num_gap_rows,num_suffix_rows
traj_0653_gap45_w1,traj_0653,205261000,train,45,60,60,196,256,300,360,2023-08-01 17:00:39,2023-08-01 23:55:41,2023-08-01 16:53:31,2023-08-02 00:02:30,415.0333,428.9833,23.8,8.9076,8.0,60,45,60
traj_0653_gap45_w2,traj_0653,205261000,train,45,60,60,392,452,496,556,2023-08-02 23:33:40,2023-08-03 06:56:30,2023-08-02 23:28:00,2023-08-03 07:05:34,442.8333,457.5667,39.9,10.1889,9.0,60,45,60
traj_0653_gap60_w0,traj_0653,205261000,train,60,60,60,0,60,119,179,2023-07-31 12:32:31,2023-07-31 21:32:32,2023-07-31 12:26:36,2023-07-31 21:38:31,540.0167,551.9167,49.45,8.9165,7.4833,60,60,60
traj_0653_gap60_w1,traj_0653,205261000,train,60,60,60,188,248,307,367,2023-08-01 15:50:28,2023-08-02 00:51:30,2023-08-01 15:43:01,2023-08-02 01:01:49,541.0333,558.8,23.8,8.9489,8.05,60,60,60
traj_0653_gap60_w2,traj_0653,205261000,train,60,60,60,377,437,496,556,2023-08-02 21:02:30,2023-08-03 06:56:30,2023-08-02 20:50:31,2023-08-03 07:05:34,594.0,615.05,39.9,9.9944,8.9667,60,60,60
traj_0654_gap5,traj_0654,235099931,val,5,60,60,239,299,303,363,2023-07-25 14:19:06,2023-07-25 14:58:10,2023-07-25 14:13:07,2023-07-25 15:07:10,39.0667,54.05,30.05,10.2341,8.9833,60,5,60
traj_0654_gap10,traj_0654,235099931,val,10,60,60,237,297,306,366,2023-07-25 14:04:09,2023-07-25 15:22:07,2023-07-25 13:54:31,2023-07-25 15:31:08,77.9667,96.6167,30.05,10.1397,8.9667,60,10,60
traj_0654_gap15,traj_0654,235099931,val,15,60,60,234,294,308,368,2023-07-25 13:28:06,2023-07-25 15:37:07,2023-07-25 13:21:50,2023-07-25 15:43:09,129.0167,141.3167,30.05,9.9852,8.9667,60,15,60
traj_0654_gap30,traj_0654,235099931,val,30,60,60,227,287,316,376,2023-07-25 12:13:06,2023-07-25 16:55:05,2023-07-25 12:01:06,2023-07-25 17:22:02,281.9833,320.9333,30.05,9.9261,8.9667,60,30,60
traj_0654_gap45,traj_0654,235099931,val,45,60,60,219,279,323,383,2023-07-25 10:22:09,2023-07-25 18:13:31,2023-07-25 10:14:50,2023-07-25 18:19:07,471.3667,484.2833,30.05,9.9328,8.9667,60,45,60
traj_0654_gap60,traj_0654,235099931,val,60,60,60,212,272,331,391,2023-07-25 08:52:06,2023-07-25 19:25:07,2023-07-25 08:43:05,2023-07-25 19:31:07,633.0167,648.0333,30.05,9.9053,8.9667,60,60,60
traj_0655_gap5_w0,traj_0655,235107983,train,5,60,60,0,60,64,124,2023-08-29 16:27:57,2023-08-29 17:01:02,2023-08-29 16:21:56,2023-08-29 17:06:56,33.0833,45.0,41.25,9.3741,6.4917,60,5,60
traj_0655_gap5_w1,traj_0655,235107983,train,5,60,60,1565,1625,1629,1689,2023-09-08 21:07:55,2023-09-08 21:40:16,2023-09-08 20:55:15,2023-09-08 21:58:16,32.35,63.0167,38.35,8.613,6.0667,60,5,60
traj_0655_gap5_w2,traj_0655,235107983,train,5,60,60,3130,3190,3194,3254,2023-09-20 19:19:39,2023-09-20 20:19:40,2023-09-20 19:13:41,2023-09-20 20:31:41,60.0167,78.0,41.9667,14.0098,12.0083,60,5,60
traj_0655_gap10_w0,traj_0655,235107983,train,10,60,60,0,60,69,129,2023-08-29 16:27:57,2023-08-29 17:30:57,2023-08-29 16:21:56,2023-08-29 17:37:13,63.0,75.2833,41.25,9.3805,6.5333,60,10,60
traj_0655_gap10_w1,traj_0655,235107983,train,10,60,60,1562,1622,1631,1691,2023-09-08 20:43:15,2023-09-08 22:10:16,2023-09-08 20:31:56,2023-09-08 22:25:15,87.0167,113.3167,38.35,8.6473,6.0667,60,10,60
traj_0655_gap10_w2,traj_0655,235107983,train,10,60,60,3125,3185,3194,3254,2023-09-20 18:34:45,2023-09-20 20:19:40,2023-09-20 18:16:44,2023-09-20 20:31:41,104.9167,134.95,41.9667,14.234,12.0167,60,10,60
traj_0655_gap15_w0,traj_0655,235107983,train,15,60,60,0,60,74,134,2023-08-29 16:27:57,2023-08-29 18:24:57,2023-08-29 16:21:56,2023-08-29 18:31:14,117.0,129.3,41.25,9.4784,6.5417,60,15,60
traj_0655_gap15_w1,traj_0655,235107983,train,15,60,60,1560,1620,1634,1694,2023-09-08 20:16:17,2023-09-08 22:52:16,2023-09-08 20:04:18,2023-09-08 22:58:16,155.9833,173.9667,38.35,8.6871,6.3083,60,15,60
traj_0655_gap15_w2,traj_0655,235107983,train,15,60,60,3120,3180,3194,3254,2023-09-20 17:31:41,2023-09-20 20:19:40,2023-09-20 16:52:42,2023-09-20 20:31:41,167.9833,218.9833,41.9667,14.0612,12.0083,60,15,60
traj_0655_gap30_w0,traj_0655,235107983,train,30,60,60,0,60,89,149,2023-08-29 16:27:57,2023-08-29 19:55:01,2023-08-29 16:21:56,2023-08-29 20:03:59,207.0667,222.05,41.25,9.2689,6.3833,60,30,60
traj_0655_gap30_w1,traj_0655,235107983,train,30,60,60,1552,1612,1641,1701,2023-09-08 18:31:19,2023-09-08 23:58:19,2023-09-08 18:25:53,2023-09-09 00:10:53,327.0,345.0,38.35,8.678,6.5667,60,30,60
traj_0655_gap30_w2,traj_0655,235107983,train,30,60,60,3105,3165,3194,3254,2023-09-20 13:31:45,2023-09-20 20:19:40,2023-09-20 13:07:39,2023-09-20 20:31:41,407.9167,444.0333,71.9333,14.5987,12.0167,60,30,60
traj_0655_gap45_w0,traj_0655,235107983,train,45,60,60,0,60,104,164,2023-08-29 16:27:57,2023-08-29 21:57:59,2023-08-29 16:21:56,2023-08-29 22:04:17,330.0333,342.35,41.25,9.1181,6.35,60,45,60
traj_0655_gap45_w1,traj_0655,235107983,train,45,60,60,1545,1605,1649,1709,2023-09-08 17:40:16,2023-09-09 01:01:55,2023-09-08 17:34:16,2023-09-09 01:13:19,441.65,459.05,38.35,8.6676,6.5667,60,45,60
traj_0655_gap45_w2,traj_0655,235107983,train,45,60,60,3090,3150,3194,3254,2023-09-20 09:22:38,2023-09-20 20:19:40,2023-09-20 09:01:43,2023-09-20 20:31:41,657.0333,689.9667,71.9333,14.9831,12.0167,60,45,60
traj_0655_gap60_w0,traj_0655,235107983,train,60,60,60,0,60,119,179,2023-08-29 16:27:57,2023-08-30 00:33:58,2023-08-29 16:21:56,2023-08-30 00:42:58,486.0167,501.0333,41.25,9.075,6.3333,60,60,60
traj_0655_gap60_w1,traj_0655,235107983,train,60,60,60,1538,1598,1657,1717,2023-09-08 16:58:17,2023-09-09 02:07:55,2023-09-08 16:49:16,2023-09-09 02:16:17,549.6333,567.0167,38.35,8.7123,6.5667,60,60,60
traj_0655_gap60_w2,traj_0655,235107983,train,60,60,60,3075,3135,3194,3254,2023-09-20 05:19:39,2023-09-20 20:19:40,2023-09-20 05:04:40,2023-09-20 20:31:41,900.0167,927.0167,71.9333,15.2195,12.0167,60,60,60
traj_0656_gap5_w0,traj_0656,212636000,train,5,60,60,0,60,64,124,2023-07-23 00:21:47,2023-07-23 00:54:26,2023-07-23 00:15:22,2023-07-23 01:05:16,32.65,49.9,29.95,8.3714,6.0417,60,5,60
traj_0656_gap5_w1,traj_0656,212636000,train,5,60,60,308,368,372,432,2023-07-25 01:18:24,2023-07-25 01:54:58,2023-07-25 01:09:18,2023-07-25 02:00:24,36.5667,51.1,27.0,9.5569,8.7833,60,5,60
traj_0656_gap5_w2,traj_0656,212636000,train,5,60,60,617,677,681,741,2023-07-27 08:45:31,2023-07-27 09:23:46,2023-07-27 08:36:46,2023-07-27 09:34:38,38.25,57.8667,34.6167,8.8079,6.5417,60,5,60
traj_0656_gap10_w0,traj_0656,212636000,train,10,60,60,0,60,69,129,2023-07-23 00:21:47,2023-07-23 01:45:22,2023-07-23 00:15:22,2023-07-23 01:51:22,83.5833,96.0,29.95,8.4655,6.0833,60,10,60
traj_0656_gap10_w1,traj_0656,212636000,train,10,60,60,306,366,375,435,2023-07-25 00:57:28,2023-07-25 02:17:37,2023-07-25 00:51:28,2023-07-25 02:28:29,80.15,97.0167,27.0,9.5116,8.6667,60,10,60
traj_0656_gap10_w2,traj_0656,212636000,train,10,60,60,612,672,681,741,2023-07-27 07:51:29,2023-07-27 09:23:46,2023-07-27 07:45:29,2023-07-27 09:34:38,92.2833,109.15,34.6167,8.8607,6.5667,60,10,60
traj_0656_gap15_w0,traj_0656,212636000,train,15,60,60,0,60,74,134,2023-07-23 00:21:47,2023-07-23 02:21:20,2023-07-23 00:15:22,2023-07-23 02:27:22,119.55,132.0,29.95,8.4183,6.1583,60,15,60
traj_0656_gap15_w1,traj_0656,212636000,train,15,60,60,304,364,378,438,2023-07-25 00:36:08,2023-07-25 02:42:27,2023-07-25 00:27:28,2023-07-25 02:48:26,126.3167,140.9667,36.0167,9.7519,8.7833,60,15,60
traj_0656_gap15_w2,traj_0656,212636000,train,15,60,60,607,667,681,741,2023-07-27 07:03:32,2023-07-27 09:23:46,2023-07-27 06:52:15,2023-07-27 09:34:38,140.2333,162.3833,34.6167,8.8437,6.5417,60,15,60
traj_0656_gap30_w0,traj_0656,212636000,train,30,60,60,0,60,89,149,2023-07-23 00:21:47,2023-07-23 04:51:57,2023-07-23 00:15:22,2023-07-23 04:57:20,270.1667,281.9667,29.95,8.4366,6.2833,60,30,60
traj_0656_gap30_w1,traj_0656,212636000,train,30,60,60,296,356,385,445,2023-07-24 23:24:26,2023-07-25 03:57:57,2023-07-24 23:14:27,2023-07-25 04:08:17,273.5167,293.8333,48.0,9.9806,8.9167,60,30,60
traj_0656_gap30_w2,traj_0656,212636000,train,30,60,60,592,652,681,741,2023-07-27 04:21:29,2023-07-27 09:23:46,2023-07-27 04:12:49,2023-07-27 09:34:38,302.2833,321.8167,40.1167,9.3223,6.7333,60,30,60
traj_0656_gap45_w0,traj_0656,212636000,train,45,60,60,0,60,104,164,2023-07-23 00:21:47,2023-07-23 06:48:22,2023-07-23 00:15:22,2023-07-23 06:57:24,386.5833,402.0333,29.95,8.7626,6.5833,60,45,60
traj_0656_gap45_w1,traj_0656,212636000,train,45,60,60,288,348,392,452,2023-07-24 21:45:24,2023-07-25 05:14:48,2023-07-24 21:39:23,2023-07-25 05:21:37,449.4,462.2333,56.9667,10.3722,8.9667,60,45,60
traj_0656_gap45_w2,traj_0656,212636000,train,45,60,60,577,637,681,741,2023-07-27 02:39:03,2023-07-27 09:23:46,2023-07-27 02:30:31,2023-07-27 09:34:38,404.7167,424.1167,40.1167,9.4759,7.1833,60,45,60
traj_0656_gap60_w0,traj_0656,212636000,train,60,60,60,0,60,119,179,2023-07-23 00:21:47,2023-07-23 08:55:27,2023-07-23 00:15:22,2023-07-23 09:09:02,513.6667,533.6667,29.95,8.6986,6.45,60,60,60
traj_0656_gap60_w1,traj_0656,212636000,train,60,60,60,281,341,400,460,2023-07-24 20:48:29,2023-07-25 06:06:25,2023-07-24 20:37:28,2023-07-25 06:20:42,557.9333,583.2333,56.9667,10.4964,8.9667,60,60,60
traj_0656_gap60_w2,traj_0656,212636000,train,60,60,60,562,622,681,741,2023-07-27 00:03:29,2023-07-27 09:23:46,2023-07-26 23:56:18,2023-07-27 09:34:38,560.2833,578.3333,40.1167,9.6873,7.3333,60,60,60
traj_0657_gap5_w0,traj_0657,247374600,train,5,60,60,0,60,64,124,2023-08-27 21:20:20,2023-08-27 22:15:18,2023-08-27 21:08:32,2023-08-27 22:25:20,54.9667,76.8,109.4167,14.925,11.5167,60,5,60
traj_0657_gap5_w1,traj_0657,247374600,train,5,60,60,1162,1222,1226,1286,2023-09-08 10:10:30,2023-09-08 12:17:19,2023-09-08 09:58:30,2023-09-08 12:41:29,126.8167,162.9833,109.3167,21.9745,12.3583,60,5,60
traj_0657_gap5_w2,traj_0657,247374600,train,5,60,60,2325,2385,2389,2449,2023-09-20 19:19:37,2023-09-20 20:07:28,2023-09-20 19:08:57,2023-09-20 20:26:46,47.85,77.8167,77.0167,13.47,12.0,60,5,60
traj_0657_gap10_w0,traj_0657,247374600,train,10,60,60,0,60,69,129,2023-08-27 21:20:20,2023-08-27 23:08:50,2023-08-27 21:08:32,2023-08-27 23:19:09,108.5,130.6167,109.4167,14.7952,11.5167,60,10,60
traj_0657_gap10_w1,traj_0657,247374600,train,10,60,60,1160,1220,1229,1289,2023-09-08 09:45:51,2023-09-08 13:37:41,2023-09-08 09:33:39,2023-09-08 13:48:53,231.8333,255.2333,109.3167,21.7212,12.35,60,10,60
traj_0657_gap10_w2,traj_0657,247374600,train,10,60,60,2320,2380,2389,2449,2023-09-20 18:19:57,2023-09-20 20:07:28,2023-09-20 18:13:17,2023-09-20 20:26:46,107.5167,133.4833,77.0167,13.5642,12.0,60,10,60
traj_0657_gap15_w0,traj_0657,247374600,train,15,60,60,0,60,74,134,2023-08-27 21:20:20,2023-08-28 00:03:39,2023-08-27 21:08:32,2023-08-28 00:14:01,163.3167,185.4833,109.4167,14.6264,11.5083,60,15,60
traj_0657_gap15_w1,traj_0657,247374600,train,15,60,60,1158,1218,1232,1292,2023-09-08 08:47:09,2023-09-08 14:42:29,2023-09-08 08:35:10,2023-09-08 16:12:49,355.3333,457.65,109.3167,21.4106,12.3417,60,15,60
traj_0657_gap15_w2,traj_0657,247374600,train,15,60,60,2315,2375,2389,2449,2023-09-20 17:33:38,2023-09-20 20:07:28,2023-09-20 17:20:27,2023-09-20 20:26:46,153.8333,186.3167,77.0167,13.7358,12.0,60,15,60
traj_0657_gap30_w0,traj_0657,247374600,train,30,60,60,0,60,89,149,2023-08-27 21:20:20,2023-08-28 02:54:40,2023-08-27 21:08:32,2023-08-28 03:05:39,334.3333,357.1167,109.4167,14.3418,11.3333,60,30,60
traj_0657_gap30_w1,traj_0657,247374600,train,30,60,60,1150,1210,1239,1299,2023-09-08 06:05:10,2023-09-08 19:05:59,2023-09-08 05:55:20,2023-09-08 19:18:39,780.8167,803.3167,109.3167,20.8312,12.3333,60,30,60
traj_0657_gap30_w2,traj_0657,247374600,train,30,60,60,2300,2360,2389,2449,2023-09-20 14:31:26,2023-09-20 20:07:28,2023-09-20 14:21:07,2023-09-20 20:26:46,336.0333,365.65,77.0167,14.2715,12.0,60,30,60
traj_0657_gap45_w0,traj_0657,247374600,train,45,60,60,0,60,104,164,2023-08-27 21:20:20,2023-08-28 05:44:19,2023-08-27 21:08:32,2023-08-28 05:54:19,503.9833,525.7833,109.4167,14.1058,11.4333,60,45,60
traj_0657_gap45_w1,traj_0657,247374600,train,45,60,60,1142,1202,1246,1306,2023-09-08 03:11:11,2023-09-08 21:54:40,2023-09-08 03:01:01,2023-09-08 22:17:30,1123.4833,1156.4833,109.3167,20.2792,12.3167,60,45,60
traj_0657_gap45_w2,traj_0657,247374600,train,45,60,60,2285,2345,2389,2449,2023-09-20 11:19:06,2023-09-20 20:07:28,2023-09-20 11:08:37,2023-09-20 20:26:46,528.3667,558.15,77.0167,14.1246,12.0,60,45,60
traj_0657_gap60_w0,traj_0657,247374600,train,60,60,60,0,60,119,179,2023-08-27 21:20:20,2023-08-28 09:35:43,2023-08-27 21:08:32,2023-08-28 09:47:43,735.3833,759.1833,109.4167,14.1685,11.3167,60,60,60
traj_0657_gap60_w1,traj_0657,247374600,train,60,60,60,1135,1195,1254,1314,2023-09-08 01:31:00,2023-09-09 01:13:41,2023-09-08 01:20:40,2023-09-09 02:05:30,1422.6833,1484.8333,109.3167,20.3176,12.3167,60,60,60
traj_0657_gap60_w2,traj_0657,247374600,train,60,60,60,2270,2330,2389,2449,2023-09-20 06:41:47,2023-09-20 20:07:28,2023-09-20 06:30:57,2023-09-20 20:26:46,805.6833,835.8167,77.0167,14.0696,12.0,60,60,60
traj_0658_gap5_w0,traj_0658,229822000,train,5,60,60,0,60,64,124,2023-07-01 07:54:21,2023-07-01 08:34:07,2023-07-01 07:39:18,2023-07-01 08:40:10,39.7667,60.8667,32.9833,9.0241,6.9333,60,5,60
traj_0658_gap5_w1,traj_0658,229822000,train,5,60,60,704,764,768,828,2023-07-07 02:04:07,2023-07-07 02:43:06,2023-07-07 01:58:08,2023-07-07 02:49:06,38.9833,50.9667,51.0,11.7485,10.5167,60,5,60
traj_0658_gap5_w2,traj_0658,229822000,train,5,60,60,1409,1469,1473,1533,2023-07-12 08:25:08,2023-07-12 08:55:08,2023-07-12 08:20:02,2023-07-12 09:01:06,30.0,41.0667,30.05,9.4274,7.4833,60,5,60
traj_0658_gap10_w0,traj_0658,229822000,train,10,60,60,0,60,69,129,2023-07-01 07:54:21,2023-07-01 09:20:12,2023-07-01 07:39:18,2023-07-01 09:28:07,85.85,108.8167,32.9833,9.1948,6.9667,60,10,60
traj_0658_gap10_w1,traj_0658,229822000,train,10,60,60,702,762,771,831,2023-07-07 01:43:08,2023-07-07 03:13:08,2023-07-07 01:35:57,2023-07-07 03:19:07,90.0,103.1667,51.0,11.8963,10.8667,60,10,60
traj_0658_gap10_w2,traj_0658,229822000,train,10,60,60,1404,1464,1473,1533,2023-07-12 07:49:06,2023-07-12 08:55:08,2023-07-12 07:43:07,2023-07-12 09:01:06,66.0333,77.9833,30.05,9.3726,7.3833,60,10,60
traj_0658_gap15_w0,traj_0658,229822000,train,15,60,60,0,60,74,134,2023-07-01 07:54:21,2023-07-01 10:03:02,2023-07-01 07:39:18,2023-07-01 10:10:05,128.6833,150.7833,32.9833,9.0893,6.9083,60,15,60
traj_0658_gap15_w1,traj_0658,229822000,train,15,60,60,700,760,774,834,2023-07-07 01:17:57,2023-07-07 03:38:56,2023-07-07 01:05:58,2023-07-07 03:50:58,140.9833,165.0,51.0,11.8779,11.1667,60,15,60
traj_0658_gap15_w2,traj_0658,229822000,train,15,60,60,1399,1459,1473,1533,2023-07-12 07:01:06,2023-07-12 08:55:08,2023-07-12 06:52:09,2023-07-12 09:01:06,114.0333,128.95,30.05,9.3808,7.375,60,15,60
traj_0658_gap30_w0,traj_0658,229822000,train,30,60,60,0,60,89,149,2023-07-01 07:54:21,2023-07-01 12:22:06,2023-07-01 07:39:18,2023-07-01 12:34:05,267.75,294.7833,32.9833,9.3019,6.9,60,30,60
traj_0658_gap30_w1,traj_0658,229822000,train,30,60,60,692,752,781,841,2023-07-07 00:10:06,2023-07-07 04:46:08,2023-07-07 00:04:06,2023-07-07 04:52:06,276.0333,288.0,51.0,11.8543,10.8333,60,30,60
traj_0658_gap30_w2,traj_0658,229822000,train,30,60,60,1384,1444,1473,1533,2023-07-12 04:34:08,2023-07-12 08:55:08,2023-07-12 04:28:07,2023-07-12 09:01:06,261.0,272.9833,30.05,9.2615,7.0,60,30,60
traj_0658_gap45_w0,traj_0658,229822000,train,45,60,60,0,60,104,164,2023-07-01 07:54:21,2023-07-01 14:49:06,2023-07-01 07:39:18,2023-07-01 14:58:07,414.75,438.8167,39.0,9.7716,6.9667,60,45,60
traj_0658_gap45_w1,traj_0658,229822000,train,45,60,60,684,744,788,848,2023-07-06 23:07:07,2023-07-07 06:02:57,2023-07-06 22:58:06,2023-07-07 06:14:59,415.8333,436.8833,51.0,11.7439,10.6583,60,45,60
traj_0658_gap45_w2,traj_0658,229822000,train,45,60,60,1369,1429,1473,1533,2023-07-12 02:28:07,2023-07-12 08:55:08,2023-07-12 02:19:31,2023-07-12 09:01:06,387.0167,401.5833,30.05,9.1706,6.9583,60,45,60
traj_0658_gap60_w0,traj_0658,229822000,train,60,60,60,0,60,119,179,2023-07-01 07:54:21,2023-07-01 17:31:07,2023-07-01 07:39:18,2023-07-01 17:52:09,576.7667,612.85,39.0,9.972,7.7167,60,60,60
traj_0658_gap60_w1,traj_0658,229822000,train,60,60,60,677,737,796,856,2023-07-06 21:56:57,2023-07-07 07:59:28,2023-07-06 21:44:58,2023-07-07 08:07:05,602.5167,622.1167,51.0,11.3298,9.2667,60,60,60
traj_0658_gap60_w2,traj_0658,229822000,train,60,60,60,1354,1414,1473,1533,2023-07-12 00:19:06,2023-07-12 08:55:08,2023-07-12 00:13:12,2023-07-12 09:01:06,516.0333,527.9,64.1667,10.3536,7.5833,60,60,60
traj_0659_gap5_w0,traj_0659,232027317,train,5,60,60,0,60,64,124,2023-09-22 11:04:55,2023-09-22 11:46:59,2023-09-22 10:55:58,2023-09-22 11:52:56,42.0667,56.9667,62.9833,9.4118,7.0583,60,5,60
traj_0659_gap5_w1,traj_0659,232027317,train,5,60,60,577,637,641,701,2023-09-26 08:41:05,2023-09-26 09:05:53,2023-09-26 08:35:04,2023-09-26 09:14:04,24.8,39.0,42.0,10.1173,8.5083,60,5,60
traj_0659_gap5_w2,traj_0659,232027317,train,5,60,60,1154,1214,1218,1278,2023-09-30 12:21:56,2023-09-30 13:09:59,2023-09-30 12:15:58,2023-09-30 13:24:56,48.05,68.9667,39.0167,10.0642,8.4583,60,5,60
traj_0659_gap10_w0,traj_0659,232027317,train,10,60,60,0,60,69,129,2023-09-22 11:04:55,2023-09-22 12:28:57,2023-09-22 10:55:58,2023-09-22 12:34:56,84.0333,98.9667,62.9833,9.3802,7.0667,60,10,60
traj_0659_gap10_w1,traj_0659,232027317,train,10,60,60,574,634,643,703,2023-09-26 08:17:04,2023-09-26 09:23:05,2023-09-26 08:08:07,2023-09-26 09:29:06,66.0167,80.9833,42.0,10.2408,8.2333,60,10,60
traj_0659_gap10_w2,traj_0659,232027317,train,10,60,60,1149,1209,1218,1278,2023-09-30 11:42:58,2023-09-30 13:09:59,2023-09-30 11:30:58,2023-09-30 13:24:56,87.0167,113.9667,39.0167,10.093,8.4,60,10,60
traj_0659_gap15_w0,traj_0659,232027317,train,15,60,60,0,60,74,134,2023-09-22 11:04:55,2023-09-22 13:07:56,2023-09-22 10:55:58,2023-09-22 13:19:14,123.0167,143.2667,62.9833,9.3748,7.0917,60,15,60
traj_0659_gap15_w1,traj_0659,232027317,train,15,60,60,572,632,646,706,2023-09-26 07:59:05,2023-09-26 09:41:48,2023-09-26 07:50:05,2023-09-26 09:53:05,102.7167,123.0,42.0,10.466,8.5083,60,15,60
traj_0659_gap15_w2,traj_0659,232027317,train,15,60,60,1144,1204,1218,1278,2023-09-30 10:57:57,2023-09-30 13:09:59,2023-09-30 10:51:58,2023-09-30 13:24:56,132.0333,152.9667,39.0167,10.1195,8.4583,60,15,60
traj_0659_gap30_w0,traj_0659,232027317,train,30,60,60,0,60,89,149,2023-09-22 11:04:55,2023-09-22 15:02:33,2023-09-22 10:55:58,2023-09-22 15:13:56,237.6333,257.9667,62.9833,9.4834,7.8833,60,30,60
traj_0659_gap30_w1,traj_0659,232027317,train,30,60,60,564,624,653,713,2023-09-26 06:38:56,2023-09-26 10:46:17,2023-09-26 06:23:04,2023-09-26 10:53:06,247.35,270.0333,42.0,10.6079,8.9667,60,30,60
traj_0659_gap30_w2,traj_0659,232027317,train,30,60,60,1129,1189,1218,1278,2023-09-30 08:18:57,2023-09-30 13:09:59,2023-09-30 08:12:56,2023-09-30 13:24:56,291.0333,312.0,39.0167,10.1273,8.4,60,30,60
traj_0659_gap45_w0,traj_0659,232027317,train,45,60,60,0,60,104,164,2023-09-22 11:04:55,2023-09-22 16:55:58,2023-09-22 10:55:58,2023-09-22 17:04:56,351.05,368.9667,62.9833,9.4943,7.9583,60,45,60
traj_0659_gap45_w1,traj_0659,232027317,train,45,60,60,557,617,661,721,2023-09-26 05:18:45,2023-09-26 12:09:49,2023-09-26 05:11:04,2023-09-26 12:15:48,411.0667,424.7333,42.0,10.9133,9.0083,60,45,60
traj_0659_gap45_w2,traj_0659,232027317,train,45,60,60,1114,1174,1218,1278,2023-09-30 06:09:57,2023-09-30 13:09:59,2023-09-30 06:03:57,2023-09-30 13:24:56,420.0333,440.9833,39.0167,9.86,8.0333,60,45,60
traj_0659_gap60_w0,traj_0659,232027317,train,60,60,60,0,60,119,179,2023-09-22 11:04:55,2023-09-22 18:53:58,2023-09-22 10:55:58,2023-09-22 18:59:30,469.05,483.5333,62.9833,9.2517,7.0667,60,60,60
traj_0659_gap60_w1,traj_0659,232027317,train,60,60,60,550,610,669,729,2023-09-26 04:17:05,2023-09-26 14:03:50,2023-09-26 04:08:06,2023-09-26 14:09:23,586.75,601.2833,42.0,10.7031,9.0,60,60,60
traj_0659_gap60_w2,traj_0659,232027317,train,60,60,60,1099,1159,1218,1278,2023-09-30 03:57:57,2023-09-30 13:09:59,2023-09-30 03:45:56,2023-09-30 13:24:56,552.0333,579.0,39.0167,9.8215,8.0333,60,60,60
traj_0660_gap5_w0,traj_0660,235091118,train,5,60,60,0,60,64,124,2023-07-01 21:47:59,2023-07-01 23:05:59,2023-07-01 21:36:01,2023-07-01 23:44:59,78.0,128.9667,287.9833,26.7624,12.0333,60,5,60
traj_0660_gap5_w1,traj_0660,235091118,train,5,60,60,1295,1355,1359,1419,2023-07-19 03:20:10,2023-07-19 04:11:10,2023-07-19 03:08:10,2023-07-19 04:23:11,51.0,75.0167,57.0667,13.8266,12.0,60,5,60
traj_0660_gap5_w2,traj_0660,235091118,train,5,60,60,2590,2650,2654,2714,2023-08-03 09:37:22,2023-08-03 11:17:49,2023-08-03 09:25:21,2023-08-03 11:31:50,100.45,126.4833,147.0333,24.2099,12.0167,60,5,60
traj_0660_gap10_w0,traj_0660,235091118,train,10,60,60,0,60,69,129,2023-07-01 21:47:59,2023-07-02 00:38:59,2023-07-01 21:36:01,2023-07-02 00:50:59,171.0,194.9667,287.9833,28.0274,12.0333,60,10,60
traj_0660_gap10_w1,traj_0660,235091118,train,10,60,60,1292,1352,1361,1421,2023-07-19 02:32:11,2023-07-19 04:38:11,2023-07-19 02:20:12,2023-07-19 04:50:11,126.0,149.9833,57.0667,13.9266,12.0,60,10,60
traj_0660_gap10_w2,traj_0660,235091118,train,10,60,60,2585,2645,2654,2714,2023-08-03 08:39:20,2023-08-03 11:17:49,2023-08-03 08:27:22,2023-08-03 11:31:50,158.4833,184.4667,147.0333,24.1974,12.0167,60,10,60
traj_0660_gap15_w0,traj_0660,235091118,train,15,60,60,0,60,74,134,2023-07-01 21:47:59,2023-07-02 02:50:59,2023-07-01 21:36:01,2023-07-02 03:05:59,303.0,329.9667,287.9833,27.7652,12.0333,60,15,60
traj_0660_gap15_w1,traj_0660,235091118,train,15,60,60,1290,1350,1364,1424,2023-07-19 02:08:11,2023-07-19 05:14:12,2023-07-19 01:53:12,2023-07-19 05:29:10,186.0167,215.9667,57.0667,14.0185,12.0,60,15,60
traj_0660_gap15_w2,traj_0660,235091118,train,15,60,60,2580,2640,2654,2714,2023-08-03 05:43:18,2023-08-03 11:17:49,2023-08-03 04:40:21,2023-08-03 11:31:50,334.5167,411.4833,147.0333,23.8991,12.0167,60,15,60
traj_0660_gap30_w0,traj_0660,235091118,train,30,60,60,0,60,89,149,2023-07-01 21:47:59,2023-07-02 08:48:31,2023-07-01 21:36:01,2023-07-02 10:18:29,660.5333,762.4667,287.9833,27.3256,12.0333,60,30,60
traj_0660_gap30_w1,traj_0660,235091118,train,30,60,60,1282,1342,1371,1431,2023-07-19 00:11:11,2023-07-19 07:02:12,2023-07-18 23:56:11,2023-07-19 07:14:11,411.0167,438.0,57.0667,14.0103,12.0,60,30,60
